transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc_id,errors
23515018,2024-09-09 11:04:00,196,285,54.11,Chip Transaction,59935,Jackson,GA,30233.0,5499,Technical Glitch
23485360,2024-09-03 07:04:00,267,4411,13.2,Chip Transaction,60569,Sadieville,KY,40370.0,5300,Technical Glitch
23398207,2024-08-15 16:45:00,64,5429,62.36,Chip Transaction,37369,Whittier,CA,90608.0,4111,Technical Glitch
23373775,2024-08-10 13:05:00,194,4273,80.0,Chip Transaction,27092,Richmond,IN,47374.0,4829,Technical Glitch
23370426,2024-08-09 18:31:00,156,5438,-81.0,Chip Transaction,61195,Fontana,CA,92335.0,5541,Technical Glitch
23355544,2024-08-06 16:01:00,148,5851,82.77,Chip Transaction,55694,Bristol,NH,3222.0,5300,Technical Glitch
23346994,2024-08-04 20:17:00,464,3233,120.0,Chip Transaction,27092,Orlando,FL,32807.0,4829,Technical Glitch
23329586,2024-08-01 10:18:00,350,3623,18.14,Chip Transaction,64671,Jessup,MD,20794.0,7210,Technical Glitch
23193151,2024-07-03 14:35:00,408,4960,176.15,Chip Transaction,60569,Mason,WI,54856.0,5300,Technical Glitch
23181060,2024-06-30 21:44:00,120,5813,30.9,Chip Transaction,30286,Franklin,WI,53132.0,4814,Technical Glitch
23090313,2024-06-11 19:32:00,155,3111,81.0,Chip Transaction,22204,Hattiesburg,MS,39401.0,5541,Technical Glitch
23079273,2024-06-09 12:07:00,467,3914,11.31,Chip Transaction,69972,Littleton,CO,80162.0,5814,Technical Glitch
23077244,2024-06-09 06:05:00,137,5442,31.65,Chip Transaction,75781,Johnson City,TN,37605.0,5411,Technical Glitch
22946760,2024-05-12 10:18:00,17,4962,1.42,Chip Transaction,60569,Crumpler,NC,28617.0,5300,Technical Glitch
22930898,2024-05-09 06:26:00,425,3931,2.41,Chip Transaction,79680,Porterville,CA,93258.0,5411,Technical Glitch
22924385,2024-05-07 14:35:00,208,4980,74.58,Chip Transaction,43293,Bothell,WA,98021.0,5499,Technical Glitch
22870165,2024-04-26 07:12:00,176,2943,16.26,Chip Transaction,44578,Atlanta,GA,30318.0,5812,Technical Glitch
23536501,2024-09-14 00:09:00,51,6031,0.6,Swipe Transaction,14528,Hendersonville,TN,37075.0,5499,Technical Glitch
23480183,2024-09-02 05:33:00,470,3733,5.62,Swipe Transaction,22204,Arkoma,OK,74901.0,5541,Technical Glitch
23419088,2024-08-20 07:02:00,265,2305,8.23,Swipe Transaction,48618,Corpus Christi,TX,78427.0,5251,Technical Glitch
23382457,2024-08-12 10:09:00,37,1230,69.83,Swipe Transaction,6218,Liverpool,NY,13088.0,7922,Technical Glitch
23320354,2024-07-30 09:52:00,162,5938,2.38,Swipe Transaction,61195,West Bloomfield,MI,48322.0,5541,Technical Glitch
23265788,2024-07-18 19:02:00,74,1307,22.13,Swipe Transaction,35451,Colorado Springs,CO,80903.0,5812,Technical Glitch
23166087,2024-06-27 19:35:00,148,4288,60.0,Swipe Transaction,27092,Berlin,NH,3570.0,4829,Technical Glitch
23038805,2024-05-31 22:39:00,320,3384,78.9,Swipe Transaction,38602,Tucson,AZ,85710.0,5311,Technical Glitch
22985979,2024-05-20 15:53:00,155,279,18.01,Swipe Transaction,24823,Hattiesburg,MS,39401.0,7538,Technical Glitch
22980055,2024-05-19 12:06:00,490,5963,46.9,Swipe Transaction,32858,Mission,TX,78574.0,5311,Technical Glitch
22898988,2024-05-02 09:07:00,156,1334,5.32,Swipe Transaction,75936,Fontana,CA,92335.0,5814,Technical Glitch
22896175,2024-05-01 15:26:00,455,4064,78.85,Swipe Transaction,82620,Rosedale,NY,11422.0,5411,Technical Glitch
23692328,2024-10-17 08:28:00,472,3811,68.82,Chip Transaction,61195,Round Lake,IL,60073.0,5541,Bad Zipcode
23534913,2024-09-13 15:04:00,79,5569,6.99,Chip Transaction,20561,Navarre,FL,32566.0,5912,Bad Zipcode
23406477,2024-08-17 12:25:00,53,3267,91.0,Chip Transaction,43293,Vacaville,CA,95687.0,5499,Bad Zipcode
23280953,2024-07-22 00:49:00,394,2663,29.41,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23238008,2024-07-13 01:22:00,305,341,26.2,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23137426,2024-06-21 18:02:00,94,2890,25.13,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23116171,2024-06-17 09:27:00,94,2890,24.54,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23063667,2024-06-06 09:18:00,133,4683,31.4,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23014262,2024-05-26 16:22:00,32,1087,24.9,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
22977895,2024-05-19 01:26:00,305,341,31.53,Online Transaction,39021,ONLINE,,,4784,Bad Card Number
23622185,2024-10-02 09:44:00,332,1198,19.08,Online Transaction,39021,ONLINE,,,4784,Bad CVV
23537845,2024-09-14 09:22:00,39,2039,51.49,Online Transaction,39021,ONLINE,,,4784,Bad CVV
23370982,2024-08-09 21:58:00,38,2526,31.76,Online Transaction,39021,ONLINE,,,4784,Bad CVV
22969836,2024-05-17 10:13:00,116,6072,43.3,Online Transaction,39021,ONLINE,,,4784,Bad CVV
23704523,2024-10-19 16:00:00,327,5512,49.56,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
23265772,2024-07-18 18:55:00,94,2890,24.78,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
23086627,2024-06-11 00:58:00,394,4341,2.83,Online Transaction,39021,ONLINE,,,4784,Bad Expiration
23667564,2024-10-11 19:10:00,327,3062,53.88,Online Transaction,39021,ONLINE,,,4784,Technical Glitch
23245021,2024-07-14 11:49:00,22,4062,38.29,Online Transaction,39021,ONLINE,,,4784,Technical Glitch
23196663,2024-07-04 10:28:00,397,2574,38.41,Online Transaction,39021,ONLINE,,,4784,"Bad CVV,Insufficient Balance"
23108318,2024-06-15 15:15:00,63,4067,1.04,Online Transaction,39021,ONLINE,,,4784,Technical Glitch
23078564,2024-06-09 10:01:00,63,4067,1.4,Online Transaction,39021,ONLINE,,,4784,"Bad Card Number,Bad CVV"
23630238,2024-10-03 22:52:00,350,2865,32.09,Online Transaction,18563,ONLINE,,,4121,Bad CVV
23575546,2024-09-22 09:47:00,394,6057,40.96,Online Transaction,18563,ONLINE,,,4121,Bad CVV
23517881,2024-09-09 22:49:00,350,2865,15.53,Online Transaction,18563,ONLINE,,,4121,Bad Expiration
23094256,2024-06-12 17:04:00,90,1233,19.79,Online Transaction,18563,ONLINE,,,4121,Technical Glitch
22921366,2024-05-06 19:58:00,376,1262,23.96,Online Transaction,18563,ONLINE,,,4121,Technical Glitch
23722919,2024-10-23 16:11:00,1,4652,16.65,Online Transaction,16798,ONLINE,,,4121,Technical Glitch
23596981,2024-09-26 19:54:00,376,1262,22.8,Online Transaction,16798,ONLINE,,,4121,Bad CVV
23519545,2024-09-10 11:01:00,386,3673,16.41,Online Transaction,16798,ONLINE,,,4121,Technical Glitch
23308953,2024-07-27 19:59:00,376,4704,21.0,Online Transaction,16798,ONLINE,,,4121,Bad Card Number
23024834,2024-05-29 05:15:00,58,1324,43.05,Online Transaction,16798,ONLINE,,,4121,Bad Card Number
23684964,2024-10-15 13:48:00,75,3781,49.24,Online Transaction,41122,ONLINE,,,4784,Bad Expiration
23637743,2024-10-05 13:03:00,275,63,34.46,Online Transaction,41122,ONLINE,,,4784,Bad CVV
23436030,2024-08-23 16:16:00,452,5700,23.5,Online Transaction,41122,ONLINE,,,4784,Bad Expiration
23411801,2024-08-18 13:37:00,75,2227,36.63,Online Transaction,41122,ONLINE,,,4784,Technical Glitch
23094409,2024-06-12 17:56:00,452,4451,40.7,Online Transaction,41122,ONLINE,,,4784,Bad Card Number
23676123,2024-10-13 14:32:00,53,3267,17.4,Online Transaction,15143,ONLINE,,,4784,Bad Card Number
23310285,2024-07-28 07:42:00,53,3267,22.15,Online Transaction,15143,ONLINE,,,4784,Bad Card Number
23251550,2024-07-15 16:45:00,53,3581,18.83,Online Transaction,15143,ONLINE,,,4784,Bad CVV
23137202,2024-06-21 16:48:00,114,3398,21.19,Online Transaction,15143,ONLINE,,,4784,Bad CVV
23489186,2024-09-03 23:02:00,121,349,83.77,Online Transaction,73186,ONLINE,,,4814,"Insufficient Balance,Technical Glitch"
23443124,2024-08-25 08:28:00,64,5429,382.1,Online Transaction,73186,ONLINE,,,4814,Bad Card Number
23247168,2024-07-14 19:12:00,376,118,143.31,Online Transaction,73186,ONLINE,,,4814,Bad CVV
23757454,2024-10-31 06:52:00,364,5340,71.46,Online Transaction,9932,ONLINE,,,5311,Bad Card Number
23718907,2024-10-22 18:12:00,52,3951,38.41,Online Transaction,88459,ONLINE,,,5311,Technical Glitch
23707947,2024-10-20 11:46:00,27,5383,39.02,Online Transaction,71397,ONLINE,,,6300,Bad CVV
23650436,2024-10-08 07:41:00,386,3673,247.08,Online Transaction,96529,ONLINE,,,4899,Bad Card Number
23541674,2024-09-15 06:11:00,252,4577,14.32,Online Transaction,47399,ONLINE,,,5815,Bad CVV
23539772,2024-09-14 14:59:00,450,5176,68.57,Online Transaction,9932,ONLINE,,,5311,Bad CVV
23465113,2024-08-29 21:16:00,275,3036,76.78,Online Transaction,9932,ONLINE,,,5311,Bad CVV
23276184,2024-07-21 01:44:00,421,2177,1.64,Online Transaction,47399,ONLINE,,,5815,Bad Card Number
23260310,2024-07-17 16:35:00,247,2137,175.38,Online Transaction,86369,ONLINE,,,4899,Technical Glitch
23241674,2024-07-13 16:33:00,209,3795,36.79,Online Transaction,88459,ONLINE,,,5311,Bad Card Number
23188753,2024-07-02 14:07:00,231,5718,61.13,Online Transaction,9932,ONLINE,,,5311,Bad Card Number
23094625,2024-06-12 19:15:00,356,5605,48.5,Online Transaction,23446,ONLINE,,,7801,Bad Expiration
22976751,2024-05-18 16:37:00,273,5777,72.86,Online Transaction,88459,ONLINE,,,5311,Bad Card Number
22909398,2024-05-04 11:41:00,149,3590,175.8,Online Transaction,63579,ONLINE,,,4900,Bad Card Number
22895299,2024-05-01 12:29:00,299,2756,173.98,Online Transaction,96529,ONLINE,,,4899,Bad Card Number
23353315,2024-08-06 08:24:00,472,3007,12.06,Chip Transaction,69953,Dublin,Ireland,,5411,Technical Glitch
23198685,2024-07-04 16:58:00,45,5009,96.27,Chip Transaction,41375,Rome,Italy,,5912,Bad PIN
23103352,2024-06-14 15:07:00,391,317,162.0,Chip Transaction,49637,Rome,Italy,,3509,Bad PIN
22932327,2024-05-09 10:42:00,53,3581,125.5,Swipe Transaction,33191,Rome,Italy,,5812,Bad PIN
23540519,2024-09-14 17:48:00,338,1317,71.0,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23421564,2024-08-20 15:38:00,32,5382,30.71,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23324644,2024-07-31 09:23:00,332,1198,31.08,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23279653,2024-07-21 15:52:00,327,3063,53.51,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23172810,2024-06-29 08:55:00,351,4512,33.62,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23068275,2024-06-07 08:32:00,351,1112,33.49,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23056107,2024-06-04 14:34:00,291,3221,50.52,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23033987,2024-05-31 00:25:00,86,3178,34.83,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
22927599,2024-05-08 10:48:00,291,3221,67.31,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
23324789,2024-07-31 09:58:00,356,2312,103.05,Online Transaction,73186,ONLINE,,,4814,Insufficient Balance
23731477,2024-10-25 12:44:00,190,3851,74.76,Online Transaction,9932,ONLINE,,,5311,Insufficient Balance
23572334,2024-09-21 14:17:00,260,323,71.99,Online Transaction,37387,ONLINE,,,4899,Insufficient Balance
23534523,2024-09-13 13:48:00,208,2426,37.3,Online Transaction,18563,ONLINE,,,4121,Insufficient Balance
23482887,2024-09-02 13:38:00,37,265,89.79,Online Transaction,88459,ONLINE,,,5311,Insufficient Balance
23426500,2024-08-21 17:04:00,61,2265,184.06,Online Transaction,51397,ONLINE,,,5651,Insufficient Balance
23404577,2024-08-17 06:45:00,366,986,23.51,Online Transaction,16798,ONLINE,,,4121,Insufficient Balance
23381095,2024-08-12 04:33:00,377,4669,84.55,Online Transaction,9932,ONLINE,,,5311,Insufficient Balance
23283439,2024-07-22 12:37:00,419,3854,45.16,Online Transaction,726,ONLINE,,,4900,Insufficient Balance
23280968,2024-07-22 01:04:00,52,3951,104.46,Online Transaction,80770,ONLINE,,,7922,Insufficient Balance
23189663,2024-07-02 17:17:00,377,3906,25.98,Online Transaction,88998,ONLINE,,,4784,Insufficient Balance
23050882,2024-06-03 12:16:00,118,3848,26.86,Online Transaction,81759,ONLINE,,,7349,Insufficient Balance
23034302,2024-05-31 06:11:00,452,5700,156.31,Online Transaction,94989,ONLINE,,,5661,Insufficient Balance
22989749,2024-05-21 14:15:00,476,1070,75.98,Online Transaction,59350,ONLINE,,,7922,Insufficient Balance
22953903,2024-05-13 17:41:00,472,3826,90.18,Online Transaction,88459,ONLINE,,,5311,Insufficient Balance
22917186,2024-05-06 03:39:00,395,3950,42.52,Online Transaction,61641,ONLINE,,,4900,Insufficient Balance
22877669,2024-04-27 14:57:00,178,4261,113.61,Online Transaction,52073,ONLINE,,,4722,Insufficient Balance
23474911,2024-08-31 22:20:00,77,4373,68.49,Chip Transaction,75936,Cabo San Lucas,Mexico,,5814,Insufficient Balance
23474892,2024-08-31 22:09:00,77,4373,21.63,Chip Transaction,75936,Cabo San Lucas,Mexico,,5814,Insufficient Balance
23453304,2024-08-27 10:58:00,273,5777,101.99,Chip Transaction,83018,Rome,Italy,,5310,Insufficient Balance
23092036,2024-06-12 09:43:00,247,2137,93.29,Swipe Transaction,1908,Cabo San Lucas,Mexico,,5912,Insufficient Balance
23759234,2024-10-31 12:02:00,121,5952,12.57,Chip Transaction,59935,Menasha,WI,54952.0,5499,Insufficient Balance
23696901,2024-10-18 07:41:00,434,3463,55.8,Chip Transaction,59935,Ankeny,IA,50021.0,5499,Insufficient Balance
23642594,2024-10-06 12:46:00,491,2483,-50.0,Chip Transaction,59935,Greenville,SC,29611.0,5499,Insufficient Balance
23633204,2024-10-04 13:44:00,287,3527,-54.0,Chip Transaction,59935,Hitchcock,TX,77563.0,5499,Insufficient Balance
23630819,2024-10-04 06:52:00,472,3811,63.47,Chip Transaction,59935,Round Lake,IL,60073.0,5499,Insufficient Balance
23596120,2024-09-26 15:42:00,190,3851,35.45,Chip Transaction,59935,Skokie,IL,60077.0,5499,Insufficient Balance
23456166,2024-08-28 00:40:00,114,5283,49.94,Chip Transaction,59935,North Hollywood,CA,91606.0,5499,Insufficient Balance
23347486,2024-08-05 00:57:00,17,4787,99.0,Chip Transaction,59935,Hickory,NC,28602.0,5499,Insufficient Balance
23346332,2024-08-04 16:38:00,171,1239,94.38,Chip Transaction,59935,Greenville,SC,29607.0,5499,Insufficient Balance
23315432,2024-07-29 08:37:00,480,3388,-99.0,Chip Transaction,59935,Walnut Creek,CA,94598.0,5499,Insufficient Balance
23242319,2024-07-13 19:56:00,490,176,78.94,Chip Transaction,59935,San Antonio,TX,78230.0,5499,Insufficient Balance
23233150,2024-07-12 01:03:00,114,5283,53.77,Chip Transaction,59935,North Hollywood,CA,91606.0,5499,Insufficient Balance
23064185,2024-06-06 10:50:00,379,3881,-51.0,Chip Transaction,59935,Mobile,AL,36695.0,5499,Insufficient Balance
23056251,2024-06-04 15:04:00,476,1070,-86.0,Chip Transaction,59935,Alburtis,PA,18011.0,5499,Insufficient Balance
23026265,2024-05-29 11:27:00,380,5838,-82.0,Chip Transaction,59935,Des Moines,IA,50314.0,5499,Insufficient Balance
23026194,2024-05-29 11:12:00,380,5838,82.0,Chip Transaction,59935,Des Moines,IA,50314.0,5499,Insufficient Balance
23017335,2024-05-27 10:50:00,127,988,-98.0,Chip Transaction,59935,Millbrook,AL,36054.0,5499,Insufficient Balance
22958850,2024-05-14 21:15:00,69,3294,-52.0,Chip Transaction,59935,Dover,OH,44622.0,5499,Insufficient Balance
23690993,2024-10-16 21:47:00,250,4940,53.0,Chip Transaction,49789,Lebanon,OR,97355.0,5541,Insufficient Balance
